testdate,expression,movement,quality,benchmarkpct,player_id
01/05/2024,dynamic,sprint,acceleration,0.43,10
16/05/2024,dynamic,upper body,pull,0.876,22
17/05/2024,dynamic,jump,pre-load,0.4555,7
27/05/2024,isometric,sprint,max velocity,0.1995,7
03/06/2024,isometric,jump,land,92.2,7
09/06/2024,isometric,jump,take off,81.6,22
14/06/2024,isometric,sprint,max velocity,0.1995,10
19/06/2024,dynamic,upper body,pull,0.89,22
19/06/2024,dynamic,agility,deceleration,0.89,7
25/06/2024,isometric,sprint,max velocity,0.1995,10
11/07/2024,isometric,upper body,grapple,73.3,22
15/07/2024,isometric,upper body,pull,91.6,7
16/07/2024,isometric,jump,pre-load,0.685,7
16/07/2024,isometric,sprint,acceleration,0.685,22
09/08/2024,isometric,upper body,grapple,0.384,22
31/08/2024,dynamic,upper body,push,0.428,22
04/09/2024,dynamic,sprint,max velocity,0.688,7
05/09/2024,isometric,agility,acceleration,0.7275,22
07/09/2024,isometric,jump,pre-load,0.7275,7
07/09/2024,isometric,jump,take off,0.33,22
09/09/2024,isometric,upper body,push,0.936,7
23/09/2024,dynamic,jump,pre-load,0.5375,7
23/09/2024,dynamic,upper body,push,0.494,10
28/09/2024,isometric,agility,deceleration,0.86,22
29/10/2024,isometric,agility,deceleration,0.86,22
17/11/2024,isometric,jump,take off,0.39,7
19/11/2024,dynamic,jump,take off,0.69,7
24/11/2024,isometric,sprint,acceleration,0.799,7
03/12/2024,dynamic,upper body,pull,0.876,10
10/12/2024,isometric,jump,land,0.42,10
24/12/2024,dynamic,jump,take off,0.69,7
01/01/2025,dynamic,jump,land,0.728,22
02/01/2025,dynamic,agility,acceleration,0.498,22
06/01/2025,isometric,agility,rotate,0.6705,10
17/01/2025,dynamic,jump,land,0.7365,10
27/01/2025,isometric,agility,deceleration,0.961,7
31/01/2025,dynamic,agility,deceleration,0.873,22
19/02/2025,dynamic,agility,acceleration,0.495,7
20/02/2025,isometric,upper body,push,0.9555,10
21/02/2025,dynamic,sprint,acceleration,0.495,22
26/02/2025,dynamic,sprint,max velocity,0.6495,22
27/02/2025,dynamic,jump,land,0.745,10
01/03/2025,isometric,agility,acceleration,0.807,7
06/03/2025,isometric,upper body,push,0.9555,7
07/03/2025,dynamic,upper body,push,0.495,22
03/07/2023,isometric,jump,pre-load,81.3,10
24/07/2023,dynamic,agility,deceleration,0.8525,22
27/07/2023,isometric,sprint,acceleration,57.6,10
03/08/2023,isometric,agility,rotate,95.5,7
06/08/2023,isometric,upper body,push,78.9,10
08/08/2023,isometric,upper body,grapple,96.6,7
08/08/2023,isometric,agility,acceleration,96.4,10
10/08/2023,dynamic,agility,deceleration,0.8695,22
16/08/2023,isometric,agility,rotate,92.8,7
19/08/2023,isometric,jump,pre-load,115.0,22
26/08/2023,isometric,upper body,pull,88.6,22
27/08/2023,isometric,jump,take off,87.1,7
28/08/2023,dynamic,sprint,max velocity,0.5845,7
31/08/2023,dynamic,sprint,max velocity,0.5845,22
03/09/2023,isometric,upper body,grapple,96.8,22
13/09/2023,isometric,jump,land,89.4,22
17/09/2023,isometric,upper body,pull,101.6,22
18/09/2023,isometric,upper body,push,77.3,7
22/09/2023,isometric,upper body,push,77.5,7
28/09/2023,isometric,agility,deceleration,1.0395,22
07/10/2023,isometric,jump,take off,97.7,10
12/10/2023,dynamic,jump,take off,0.72,10
18/10/2023,dynamic,upper body,push,0.4305,7
25/10/2023,isometric,jump,land,78.4,22
25/10/2023,dynamic,upper body,push,0.4305,22
31/10/2023,isometric,jump,land,96.1,7
01/11/2023,isometric,agility,acceleration,0.52,10
03/11/2023,dynamic,upper body,push,0.4305,10
04/11/2023,dynamic,upper body,pull,0.871,10
06/11/2023,isometric,sprint,max velocity,93.7,7
14/11/2023,dynamic,upper body,pull,0.871,10
15/11/2023,isometric,upper body,grapple,83.1,7
21/11/2023,isometric,agility,acceleration,0.52,7
26/11/2023,isometric,agility,deceleration,1.038,22
01/12/2023,isometric,jump,pre-load,0.52,10
07/12/2023,isometric,agility,rotate,93.7,7
15/12/2023,dynamic,upper body,pull,0.87,10
23/12/2023,isometric,upper body,grapple,77.7,10
26/12/2023,dynamic,jump,take off,0.64,22
27/12/2023,isometric,agility,rotate,80.0,10
11/01/2024,dynamic,upper body,pull,0.879,22
13/01/2024,isometric,jump,pre-load,0.52,7
27/01/2024,isometric,agility,acceleration,0.52,10
31/01/2024,isometric,jump,land,87.6,7
06/02/2024,isometric,agility,acceleration,0.52,10
07/02/2024,dynamic,jump,pre-load,0.53,7
13/02/2024,dynamic,jump,land,0.668,10
23/02/2024,isometric,jump,land,90.8,10
25/02/2024,dynamic,sprint,max velocity,0.637,10
27/02/2024,isometric,jump,pre-load,0.52,10
02/03/2024,isometric,upper body,grapple,87.0,10
03/03/2024,dynamic,sprint,acceleration,0.4445,10
17/03/2024,dynamic,agility,acceleration,0.4445,10
19/03/2024,dynamic,jump,take off,0.6525,10
23/03/2024,isometric,jump,land,94.3,10
04/04/2024,isometric,agility,deceleration,1.138,7
10/04/2024,dynamic,upper body,push,0.44,22
14/04/2024,isometric,jump,take off,93.9,10
17/04/2024,dynamic,sprint,acceleration,0.43,22
24/04/2024,isometric,upper body,grapple,105.3,10
25/04/2024,dynamic,jump,take off,0.63,10
06/05/2024,dynamic,sprint,acceleration,0.43,7
11/05/2024,dynamic,jump,pre-load,0.4785,7
14/05/2024,dynamic,sprint,acceleration,0.43,22
15/05/2024,isometric,agility,acceleration,0.49,7
18/05/2024,dynamic,jump,take off,0.62,7
18/05/2024,isometric,agility,rotate,89.0,22
23/05/2024,dynamic,jump,pre-load,0.4655,7
25/05/2024,dynamic,jump,land,0.664,10
25/05/2024,isometric,upper body,grapple,101.9,22
02/06/2024,isometric,upper body,grapple,99.2,22
03/06/2024,dynamic,agility,acceleration,0.43,10
20/06/2024,isometric,upper body,pull,112.9,7
29/06/2024,isometric,agility,acceleration,0.49,22
02/07/2024,dynamic,upper body,pull,0.89,22
11/07/2024,dynamic,sprint,acceleration,0.491,10
14/07/2024,dynamic,jump,pre-load,0.5175,10
14/07/2024,isometric,sprint,max velocity,0.771,7
23/07/2024,dynamic,agility,deceleration,0.855,22
26/07/2024,isometric,jump,take off,0.381,7
28/07/2024,dynamic,jump,land,0.675,7
31/07/2024,isometric,jump,take off,0.372,10
04/08/2024,isometric,sprint,acceleration,0.7305,22
11/08/2024,isometric,upper body,pull,88.7,22
15/08/2024,dynamic,agility,acceleration,0.428,22
28/08/2024,isometric,jump,pre-load,0.7305,10
15/09/2024,dynamic,sprint,acceleration,0.4955,10
19/09/2024,dynamic,sprint,max velocity,0.6765,10
03/10/2024,dynamic,jump,take off,0.6955,10
07/10/2024,dynamic,upper body,push,0.494,10
09/10/2024,dynamic,jump,take off,0.7165,22
13/10/2024,isometric,agility,rotate,0.6595,7
15/10/2024,dynamic,agility,acceleration,0.498,22
20/10/2024,dynamic,jump,take off,0.7165,7
04/11/2024,dynamic,sprint,acceleration,0.486,10
05/11/2024,dynamic,sprint,acceleration,0.486,7
08/11/2024,isometric,jump,land,0.39,22
12/11/2024,isometric,agility,acceleration,0.7515,22
27/11/2024,isometric,jump,land,0.438,7
27/11/2024,isometric,agility,deceleration,0.86,10
11/12/2024,isometric,agility,acceleration,0.796,10
12/12/2024,dynamic,sprint,max velocity,0.658,22
16/12/2024,isometric,upper body,push,0.876,7
31/12/2024,isometric,upper body,push,0.876,10
14/01/2025,isometric,upper body,push,0.918,10
14/01/2025,isometric,sprint,max velocity,0.749,22
16/01/2025,dynamic,agility,acceleration,0.5,10
28/02/2025,isometric,agility,deceleration,0.96,7
01/03/2025,isometric,jump,land,0.3955,22
02/07/2023,isometric,agility,rotate,85.8,22
07/07/2023,isometric,jump,land,102.6,7
09/07/2023,isometric,agility,deceleration,1.01,22
22/07/2023,isometric,jump,land,93.9,10
22/07/2023,dynamic,upper body,pull,0.8525,10
04/08/2023,dynamic,agility,deceleration,0.8525,7
06/08/2023,isometric,sprint,max velocity,102.8,10
16/08/2023,isometric,upper body,pull,97.2,7
23/08/2023,isometric,jump,pre-load,68.9,7
28/08/2023,isometric,sprint,acceleration,0.52,10
12/09/2023,dynamic,agility,acceleration,0.388,7
19/09/2023,isometric,upper body,grapple,93.8,10
19/09/2023,isometric,agility,rotate,93.1,22
24/09/2023,isometric,upper body,grapple,91.3,22
26/09/2023,dynamic,jump,land,0.69,7
27/09/2023,isometric,agility,acceleration,0.52,10
29/09/2023,isometric,agility,rotate,88.7,10
18/10/2023,isometric,jump,land,74.1,22
19/10/2023,dynamic,upper body,pull,0.871,22
22/10/2023,isometric,jump,land,98.7,10
24/10/2023,isometric,agility,deceleration,1.038,7
08/11/2023,isometric,jump,land,93.7,22
08/11/2023,dynamic,sprint,acceleration,0.431,7
16/11/2023,dynamic,jump,land,0.69,7
18/11/2023,dynamic,sprint,max velocity,0.6475,22
23/11/2023,dynamic,sprint,max velocity,0.6475,7
29/11/2023,isometric,jump,land,101.0,7
30/11/2023,dynamic,jump,pre-load,0.5185,10
02/12/2023,isometric,upper body,pull,74.6,7
09/12/2023,isometric,upper body,grapple,95.1,10
15/12/2023,dynamic,jump,land,0.68,22
27/12/2023,isometric,agility,acceleration,0.52,22
01/01/2024,isometric,jump,pre-load,0.52,10
01/01/2024,dynamic,sprint,acceleration,0.426,22
13/01/2024,isometric,jump,take off,87.7,7
15/01/2024,isometric,agility,rotate,91.4,7
17/01/2024,isometric,jump,pre-load,0.52,7
29/01/2024,isometric,jump,pre-load,0.52,22
03/02/2024,dynamic,upper body,pull,0.899,7
16/02/2024,isometric,agility,acceleration,0.52,22
25/02/2024,isometric,jump,take off,87.8,7
29/02/2024,isometric,sprint,max velocity,95.4,10
08/03/2024,isometric,upper body,push,0.704,22
17/03/2024,isometric,agility,rotate,88.4,22
22/03/2024,dynamic,sprint,max velocity,0.637,7
29/03/2024,dynamic,upper body,push,0.44,22
31/03/2024,dynamic,sprint,max velocity,0.637,22
02/04/2024,isometric,sprint,acceleration,0.52,10
05/04/2024,dynamic,upper body,push,0.44,10
13/04/2024,dynamic,agility,deceleration,0.89,7
25/04/2024,dynamic,agility,acceleration,0.43,10
12/05/2024,dynamic,jump,pre-load,0.4785,7
02/06/2024,isometric,sprint,max velocity,0.1995,7
27/06/2024,dynamic,jump,land,0.723,7
04/07/2024,isometric,upper body,pull,79.5,22
12/07/2024,dynamic,jump,take off,0.695,10
20/07/2024,isometric,jump,pre-load,0.685,7
26/07/2024,isometric,jump,pre-load,0.685,10
26/07/2024,isometric,upper body,grapple,0.278,7
28/07/2024,dynamic,jump,pre-load,0.466,10
30/07/2024,dynamic,agility,deceleration,0.852,10
30/07/2024,isometric,agility,deceleration,1.032,7
07/08/2024,isometric,upper body,push,0.96,22
14/08/2024,dynamic,agility,deceleration,0.852,10
18/08/2024,isometric,sprint,max velocity,0.756,22
23/08/2024,isometric,jump,take off,0.363,22
23/08/2024,isometric,agility,deceleration,0.953,7
26/08/2024,dynamic,jump,land,0.641,7
07/09/2024,dynamic,agility,acceleration,0.496,7
08/09/2024,isometric,agility,rotate,0.6315,10
12/09/2024,dynamic,jump,take off,0.717,7
25/09/2024,isometric,jump,take off,0.426,7
30/09/2024,isometric,sprint,acceleration,0.72,10
24/10/2024,isometric,jump,take off,0.402,10
31/10/2024,dynamic,jump,take off,0.69,7
01/11/2024,dynamic,sprint,acceleration,0.486,7
05/11/2024,dynamic,agility,acceleration,0.486,7
07/11/2024,isometric,jump,pre-load,0.677,7
08/11/2024,dynamic,agility,acceleration,0.47,22
16/12/2024,dynamic,upper body,push,0.498,22
27/12/2024,dynamic,jump,pre-load,0.5305,7
29/12/2024,isometric,upper body,pull,0.46,22
01/01/2025,dynamic,jump,take off,0.6955,10
02/01/2025,isometric,sprint,acceleration,0.79,22
09/01/2025,isometric,sprint,acceleration,0.79,22
20/01/2025,isometric,sprint,max velocity,0.749,7
05/02/2025,isometric,upper body,grapple,0.6445,22
09/02/2025,dynamic,agility,deceleration,0.87,22
27/02/2025,isometric,sprint,acceleration,0.79,22
12/03/2025,isometric,jump,land,0.3955,22
12/03/2025,dynamic,sprint,acceleration,0.49,10
12/03/2025,dynamic,sprint,max velocity,0.6465,7
04/07/2023,dynamic,sprint,max velocity,0.67,7
06/07/2023,dynamic,agility,deceleration,0.87,10
07/07/2023,dynamic,jump,take off,0.711,22
09/07/2023,dynamic,jump,land,0.72,10
17/07/2023,dynamic,agility,deceleration,0.8525,22
20/07/2023,isometric,jump,take off,90.9,10
30/08/2023,dynamic,jump,take off,0.69,7
04/09/2023,isometric,sprint,max velocity,87.9,7
06/09/2023,dynamic,jump,land,0.69,7
22/09/2023,dynamic,upper body,pull,0.871,22
27/09/2023,isometric,agility,deceleration,1.0395,22
28/09/2023,dynamic,upper body,pull,0.871,10
02/10/2023,isometric,sprint,acceleration,0.52,10
17/10/2023,dynamic,agility,deceleration,0.871,7
18/10/2023,isometric,sprint,acceleration,0.52,22
18/10/2023,isometric,sprint,max velocity,89.2,10
22/10/2023,isometric,jump,take off,58.1,22
27/10/2023,isometric,jump,land,96.8,22
05/11/2023,dynamic,agility,acceleration,0.4305,7
05/11/2023,isometric,agility,rotate,86.9,7
12/11/2023,dynamic,upper body,pull,0.871,22
19/11/2023,isometric,agility,acceleration,0.52,22
28/11/2023,dynamic,upper body,push,0.4305,22
04/12/2023,dynamic,sprint,max velocity,0.6475,22
13/12/2023,dynamic,upper body,pull,0.87,7
13/12/2023,isometric,sprint,acceleration,0.52,10
21/12/2023,dynamic,sprint,max velocity,0.634,7
30/12/2023,isometric,agility,deceleration,1.112,10
21/01/2024,dynamic,agility,acceleration,0.43,22
22/01/2024,dynamic,agility,acceleration,0.43,10
14/02/2024,isometric,sprint,max velocity,76.5,7
15/02/2024,dynamic,agility,acceleration,0.4345,7
24/02/2024,isometric,agility,acceleration,0.52,22
25/02/2024,isometric,sprint,acceleration,0.52,7
05/03/2024,dynamic,upper body,push,0.4445,22
08/03/2024,dynamic,jump,take off,0.64,7
10/03/2024,dynamic,sprint,acceleration,0.4445,7
14/03/2024,dynamic,agility,acceleration,0.4445,22
06/04/2024,isometric,upper body,grapple,99.2,10
24/04/2024,dynamic,jump,pre-load,0.521,7
25/04/2024,isometric,jump,take off,96.4,10
29/04/2024,dynamic,agility,deceleration,0.89,7
07/05/2024,isometric,sprint,max velocity,0.1995,7
10/05/2024,isometric,jump,land,86.7,7
12/05/2024,isometric,upper body,pull,78.5,7
15/05/2024,dynamic,sprint,acceleration,0.43,10
23/05/2024,dynamic,agility,deceleration,0.876,10
30/05/2024,dynamic,agility,deceleration,0.876,7
05/06/2024,isometric,jump,land,91.8,7
21/06/2024,isometric,agility,rotate,91.2,10
24/06/2024,isometric,agility,deceleration,1.1365,22
03/07/2024,isometric,jump,pre-load,0.46,22
11/07/2024,dynamic,upper body,pull,0.8955,10
11/07/2024,isometric,upper body,push,0.842,7
12/07/2024,dynamic,upper body,pull,0.894,7
16/07/2024,dynamic,sprint,max velocity,0.6725,22
22/07/2024,dynamic,sprint,acceleration,0.485,22
03/08/2024,isometric,upper body,pull,99.2,10
21/08/2024,dynamic,sprint,max velocity,0.67,22
09/09/2024,dynamic,upper body,push,0.4955,10
11/09/2024,dynamic,sprint,max velocity,0.688,22
22/09/2024,isometric,agility,acceleration,0.72,22
24/09/2024,isometric,sprint,max velocity,0.6975,22
28/09/2024,dynamic,jump,pre-load,0.57,7
29/09/2024,dynamic,sprint,acceleration,0.494,7
15/10/2024,isometric,upper body,push,0.936,7
19/10/2024,isometric,sprint,max velocity,0.68,22
29/10/2024,isometric,upper body,push,0.936,10
31/10/2024,isometric,agility,deceleration,0.86,10
03/11/2024,isometric,sprint,acceleration,0.677,10
25/11/2024,dynamic,agility,deceleration,0.88,10
07/12/2024,isometric,sprint,acceleration,0.796,7
08/12/2024,dynamic,upper body,pull,0.876,7
18/12/2024,dynamic,agility,acceleration,0.498,22
23/12/2024,isometric,agility,deceleration,0.9155,22
25/12/2024,isometric,agility,rotate,0.6705,10
29/12/2024,dynamic,sprint,max velocity,0.6645,7
08/01/2025,dynamic,jump,pre-load,0.474,10
20/01/2025,dynamic,agility,acceleration,0.5,22
24/01/2025,dynamic,agility,deceleration,0.853,22
29/01/2025,isometric,upper body,grapple,0.6675,10
09/02/2025,dynamic,agility,acceleration,0.495,22
16/02/2025,dynamic,upper body,pull,0.87,10
18/02/2025,isometric,sprint,acceleration,0.787,7
02/03/2025,dynamic,upper body,pull,0.87,10
05/03/2025,dynamic,upper body,push,0.495,7
03/07/2023,dynamic,upper body,pull,0.842,7
17/07/2023,dynamic,upper body,pull,0.8525,22
06/08/2023,dynamic,jump,pre-load,0.662,22
11/08/2023,isometric,jump,land,85.6,22
18/08/2023,isometric,upper body,pull,101.9,10
21/08/2023,dynamic,upper body,push,0.412,10
24/08/2023,dynamic,jump,take off,0.69,22
26/08/2023,isometric,jump,pre-load,0.52,10
31/08/2023,dynamic,jump,land,0.69,22
05/09/2023,isometric,sprint,acceleration,0.52,10
13/09/2023,isometric,sprint,acceleration,0.52,7
24/09/2023,isometric,upper body,push,84.6,7
26/09/2023,isometric,upper body,push,76.5,22
26/09/2023,isometric,agility,deceleration,1.0395,10
05/10/2023,isometric,sprint,acceleration,0.52,10
11/10/2023,dynamic,jump,take off,0.72,7
18/10/2023,dynamic,jump,take off,0.72,7
03/11/2023,isometric,upper body,grapple,78.7,22
04/11/2023,isometric,upper body,grapple,89.4,7
06/11/2023,isometric,jump,land,89.3,22
10/11/2023,isometric,upper body,grapple,93.3,7
18/11/2023,isometric,upper body,push,0.67,7
20/11/2023,isometric,upper body,grapple,89.1,10
28/11/2023,dynamic,jump,pre-load,0.5185,7
29/11/2023,dynamic,jump,land,0.688,7
30/11/2023,isometric,agility,rotate,99.8,22
01/12/2023,dynamic,upper body,push,0.43,7
12/12/2023,isometric,upper body,pull,87.4,22
31/12/2023,isometric,upper body,grapple,70.0,7
07/01/2024,isometric,upper body,push,0.664,7
19/01/2024,isometric,jump,take off,88.8,22
27/01/2024,dynamic,jump,pre-load,0.524,10
14/02/2024,dynamic,jump,take off,0.64,22
15/02/2024,dynamic,upper body,pull,0.89,22
16/02/2024,dynamic,jump,take off,0.64,22
28/02/2024,isometric,jump,take off,69.9,10
02/03/2024,dynamic,jump,pre-load,0.479,7
05/03/2024,isometric,jump,land,92.7,22
06/03/2024,isometric,jump,pre-load,0.52,22
14/03/2024,isometric,jump,pre-load,0.52,10
18/03/2024,dynamic,sprint,acceleration,0.4445,22
07/04/2024,isometric,agility,deceleration,1.1365,7
18/04/2024,dynamic,agility,acceleration,0.43,10
26/04/2024,dynamic,jump,take off,0.63,7
26/04/2024,dynamic,agility,acceleration,0.43,7
27/04/2024,dynamic,jump,land,0.664,10
01/05/2024,isometric,sprint,acceleration,0.52,22
07/05/2024,dynamic,agility,acceleration,0.43,7
08/05/2024,isometric,jump,pre-load,0.52,7
13/05/2024,dynamic,jump,pre-load,0.483,7
15/05/2024,dynamic,upper body,push,0.43,7
19/05/2024,isometric,agility,acceleration,0.49,10
21/05/2024,dynamic,jump,take off,0.62,10
22/05/2024,dynamic,sprint,max velocity,0.625,7
24/05/2024,dynamic,upper body,push,0.43,22
27/05/2024,isometric,agility,rotate,100.6,7
07/06/2024,isometric,agility,deceleration,1.1365,22
13/06/2024,dynamic,agility,acceleration,0.43,7
19/06/2024,isometric,jump,pre-load,0.49,22
02/07/2024,dynamic,upper body,push,0.43,7
11/07/2024,isometric,sprint,acceleration,0.7165,22
17/07/2024,dynamic,upper body,pull,0.894,7
19/07/2024,isometric,upper body,push,0.922,7
24/07/2024,dynamic,jump,land,0.675,22
24/07/2024,dynamic,jump,pre-load,0.466,10
25/07/2024,dynamic,upper body,pull,0.855,22
30/07/2024,isometric,sprint,acceleration,0.7305,10
12/08/2024,isometric,jump,take off,0.363,7
16/08/2024,isometric,agility,deceleration,0.928,22
29/08/2024,isometric,jump,take off,0.363,22
31/08/2024,dynamic,jump,land,0.641,22
02/09/2024,dynamic,agility,acceleration,0.428,10
04/09/2024,isometric,upper body,grapple,0.6405,10
08/09/2024,dynamic,sprint,acceleration,0.496,7
09/09/2024,dynamic,upper body,pull,0.9,10
12/10/2024,isometric,upper body,grapple,0.6595,10
01/11/2024,dynamic,sprint,max velocity,0.643,7
04/11/2024,dynamic,sprint,max velocity,0.64,22
08/11/2024,isometric,jump,take off,0.39,22
10/11/2024,dynamic,jump,take off,0.69,7
18/11/2024,isometric,sprint,max velocity,0.6325,22
22/11/2024,dynamic,jump,land,0.666,10
22/11/2024,dynamic,upper body,pull,0.88,7
23/11/2024,isometric,jump,land,0.444,7
12/12/2024,isometric,upper body,grapple,0.68,7
21/12/2024,isometric,jump,land,0.4,22
03/01/2025,dynamic,jump,take off,0.681,7
04/01/2025,isometric,sprint,acceleration,0.79,7
24/01/2025,isometric,agility,acceleration,0.7475,7
01/02/2025,isometric,upper body,grapple,0.6445,22
09/02/2025,isometric,agility,acceleration,0.79,10
24/02/2025,isometric,agility,rotate,0.6385,7
02/07/2023,isometric,jump,pre-load,80.1,10
03/07/2023,isometric,agility,rotate,104.2,22
04/07/2023,dynamic,upper body,pull,0.87,22
11/07/2023,dynamic,jump,take off,0.705,22
15/07/2023,isometric,jump,take off,98.4,22
22/07/2023,isometric,jump,take off,102.1,10
23/07/2023,dynamic,upper body,push,0.33,7
28/07/2023,dynamic,jump,land,0.69,22
14/08/2023,isometric,agility,acceleration,91.9,22
25/08/2023,isometric,agility,deceleration,1.0395,10
